student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
S00147,25,Female,South Korea,Psychology,1,2.74,1.6,79,5.6,5.0,1.1,1.4,4.9,No,Single,Low,Poor,3.4,3.4,Claude,Digital,16,3,2.6,83,76
S00148,27,Female,France,Psychology,4,3.31,1.5,76,6.8,5.5,1.1,0.4,0.5,No,Single,Middle,Poor,3.1,1.8,Claude,Digital,16,1,4.7,96,94
S00149,26,Female,Italy,Physics,1,3.92,4.3,98,4.9,3.2,2.8,0.0,0.0,No,In a Relationship,Low,Good,6.3,2.5,Copilot,Mixed,14,2,1.2,84,100
S00150,22,Female,India,Computer Science,3,4.0,3.9,100,6.5,5.2,0.0,2.1,0.9,No,Single,Middle,Good,4.3,0.3,Copilot,Mixed,10,0,6.8,100,91
S00151,22,Female,Australia,Computer Science,4,3.25,3.9,81,7.0,5.1,2.1,1.6,2.8,No,Single,Middle,Average,4.3,0.5,ChatGPT,Mixed,11,1,4.2,94,92
S00152,26,Female,Bangladesh,Physics,3,3.76,4.0,83,6.0,3.5,0.2,0.0,5.0,No,In a Relationship,Middle,Average,3.2,3.2,Copilot,Mixed,13,2,2.3,100,100
S00153,22,Male,France,Biology,2,3.51,2.5,94,6.5,6.1,4.9,0.3,1.2,No,Single,Middle,Average,4.4,0.0,None,Handwritten,11,3,3.6,91,88
S00154,25,Female,USA,Psychology,2,4.0,3.8,92,5.3,6.2,1.6,0.5,4.1,No,In a Relationship,High,Good,4.5,2.0,ChatGPT,Mixed,23,1,4.1,100,100
S00155,27,Female,USA,Mathematics,3,3.61,3.9,92,7.1,8.5,5.3,2.1,0.0,Yes,In a Relationship,High,Average,5.8,2.5,Copilot,Handwritten,12,0,3.4,100,96
S00156,24,Female,Brazil,Economics,1,2.82,2.4,76,8.3,8.9,4.5,3.7,3.4,No,In a Relationship,Middle,Average,6.2,2.4,Gemini,Handwritten,6,4,8.0,89,79
S00157,24,Male,France,Mathematics,2,4.0,6.3,100,5.7,6.3,1.8,1.0,2.2,No,In a Relationship,Low,Average,3.0,0.0,None,Handwritten,11,1,3.5,100,100
S00158,19,Male,Canada,Law,3,3.87,4.2,100,6.3,5.8,1.2,3.6,7.2,Yes,Single,Middle,Poor,2.1,0.8,Claude,Handwritten,8,2,0.4,100,100
S00159,22,Female,USA,Physics,1,3.44,1.7,86,7.6,4.7,2.5,1.5,0.0,No,Single,Middle,Good,2.8,1.8,Copilot,Digital,22,3,2.4,93,99
S00160,20,Female,Italy,Engineering,2,4.0,4.5,100,8.5,5.4,2.6,0.4,3.0,No,In a Relationship,Low,Good,3.2,1.9,Copilot,Digital,12,1,4.7,100,99
S00161,21,Female,Brazil,Physics,1,2.82,2.0,64,5.2,5.6,3.3,3.3,0.0,Yes,Single,Low,Average,3.8,1.2,Claude,Mixed,15,2,7.0,91,79
S00162,21,Male,Italy,Medicine,4,3.55,4.7,100,6.8,5.7,1.6,2.1,1.9,Yes,Single,Low,Good,5.1,0.5,ChatGPT,Handwritten,15,4,5.3,100,76
S00163,26,Male,Germany,Biology,3,3.74,5.2,100,7.3,7.3,3.9,3.2,0.0,No,Single,Middle,Good,6.1,0.9,ChatGPT,Handwritten,17,1,1.7,100,99
S00164,22,Female,South Korea,Psychology,4,3.4,2.3,79,6.9,7.5,3.2,2.0,7.6,Yes,Single,Middle,Average,3.2,0.6,Gemini,Handwritten,13,2,1.4,90,97
S00165,19,Female,USA,Economics,3,3.78,4.9,100,4.0,6.6,2.3,4.7,2.3,No,In a Relationship,Middle,Poor,4.0,0.0,None,Mixed,10,2,2.4,100,91
S00166,20,Male,South Korea,Engineering,2,4.0,4.1,94,7.6,2.6,1.7,1.9,2.6,Yes,In a Relationship,High,Average,2.0,0.9,Copilot,Mixed,12,1,0.0,100,93
S00167,27,Female,France,Mathematics,4,4.0,4.7,100,8.8,7.1,2.5,2.2,2.9,No,In a Relationship,Middle,Poor,2.6,3.0,Claude,Handwritten,6,1,7.6,100,100
S00168,23,Female,Germany,Mathematics,3,4.0,6.3,100,7.1,5.7,1.6,0.6,0.7,No,In a Relationship,High,Good,4.6,0.9,Gemini,Digital,11,2,4.0,100,100
S00169,24,Female,Australia,Computer Science,3,2.88,3.1,89,5.8,5.5,2.9,2.7,5.1,No,Single,Low,Good,3.3,0.0,None,Mixed,21,0,4.6,83,93
S00170,28,Male,USA,Engineering,3,3.58,2.4,80,6.4,6.3,2.9,1.3,4.3,No,In a Relationship,High,Good,6.0,0.8,Claude,Mixed,16,2,5.6,100,92
S00171,26,Female,India,Mathematics,4,3.61,2.2,83,9.1,6.1,3.2,2.4,4.8,No,In a Relationship,High,Good,4.6,2.9,Gemini,Handwritten,11,0,2.6,100,89
S00172,24,Male,UK,Mathematics,2,3.07,2.3,85,8.1,9.1,5.4,3.4,0.6,Yes,Single,Middle,Good,5.2,0.0,None,Digital,22,0,3.5,88,82
S00173,27,Female,Germany,Computer Science,1,3.73,3.4,91,7.8,5.2,2.6,1.6,5.3,Yes,In a Relationship,Middle,Average,2.8,1.2,ChatGPT,Digital,9,1,2.4,97,90
S00174,22,Female,Netherlands,Economics,4,3.84,4.0,100,7.4,7.9,4.3,2.4,5.0,No,In a Relationship,Low,Poor,3.6,1.9,Copilot,Digital,14,2,3.2,100,92
S00175,25,Male,USA,Mathematics,1,3.62,3.9,82,6.2,6.2,3.1,3.3,2.5,Yes,In a Relationship,Middle,Average,6.2,0.1,None,Digital,10,3,4.6,98,86
S00176,25,Male,Italy,Business,2,4.0,4.7,100,6.8,4.9,2.4,0.2,4.8,No,Single,Middle,Poor,3.0,1.4,Claude,Mixed,11,3,2.9,100,100
S00177,25,Female,Japan,Engineering,4,4.0,3.5,95,6.9,5.8,2.6,1.7,3.5,Yes,In a Relationship,High,Average,4.9,0.3,Copilot,Mixed,14,1,4.8,100,94
S00178,22,Male,India,Medicine,1,3.98,5.7,100,7.7,8.9,2.7,0.0,0.0,No,In a Relationship,High,Good,4.4,0.0,None,Digital,15,1,4.6,100,100
S00179,19,Male,France,Business,1,3.89,3.1,88,8.8,5.4,3.2,1.3,2.6,No,In a Relationship,Low,Average,4.4,1.8,Copilot,Digital,11,3,5.8,100,88
S00180,28,Female,Bangladesh,Physics,3,4.0,7.6,100,8.3,4.1,1.4,2.7,2.0,No,In a Relationship,Middle,Average,2.4,3.0,Claude,Mixed,8,2,8.2,100,100
S00181,25,Male,UK,Engineering,3,3.75,4.4,100,5.3,2.8,0.6,0.0,3.2,Yes,In a Relationship,Middle,Good,3.4,0.8,Gemini,Mixed,21,1,6.1,100,95
S00182,20,Male,Italy,Psychology,3,3.43,2.2,88,7.3,6.1,3.8,0.4,5.0,No,In a Relationship,Middle,Average,3.9,1.8,Copilot,Mixed,13,1,3.7,100,95
S00183,28,Female,Australia,Business,4,3.21,1.9,76,7.9,8.1,4.1,0.0,0.0,No,Single,Low,Good,4.2,1.7,Gemini,Digital,7,1,2.5,93,89
S00184,21,Female,Netherlands,Psychology,3,3.92,4.2,94,7.7,7.8,3.9,2.6,2.1,No,Single,Middle,Average,5.7,1.4,ChatGPT,Mixed,7,3,4.5,100,100
S00185,21,Male,Brazil,Law,2,3.61,3.2,93,6.2,6.0,3.0,2.1,1.4,Yes,Single,Middle,Good,4.0,0.5,Copilot,Handwritten,22,1,2.0,100,91
S00186,27,Female,Italy,Computer Science,2,4.0,4.6,95,10.0,8.2,4.0,3.0,1.4,No,Single,Low,Good,3.2,0.2,None,Handwritten,24,3,0.0,100,98
S00187,20,Female,Canada,Business,1,3.54,4.2,98,5.5,7.9,3.9,2.7,1.4,Yes,Single,Middle,Average,6.7,0.4,ChatGPT,Mixed,14,1,6.5,100,100
S00188,25,Female,Japan,Biology,1,3.32,3.4,86,5.7,6.8,4.0,0.8,3.1,No,In a Relationship,High,Average,6.1,1.0,Claude,Digital,9,0,2.3,100,88
S00189,23,Female,Canada,Law,4,3.34,2.2,96,7.3,2.7,1.5,1.3,4.0,No,Single,Low,Average,4.8,0.8,Claude,Handwritten,14,1,5.8,99,83
S00190,18,Female,UK,Mathematics,3,3.35,1.2,82,9.5,5.2,1.2,1.0,3.7,No,Single,High,Average,1.0,0.1,None,Handwritten,10,5,5.0,92,91
S00191,18,Male,Netherlands,Computer Science,3,3.52,2.8,100,6.0,5.4,2.2,3.4,3.4,Yes,In a Relationship,Middle,Good,4.3,1.0,Copilot,Handwritten,15,2,4.5,95,93
S00192,18,Male,Netherlands,Computer Science,2,4.0,4.8,100,6.7,5.8,2.8,2.2,4.2,No,Single,Middle,Good,4.0,0.6,Claude,Mixed,14,4,5.5,100,97
S00193,19,Male,Brazil,Engineering,3,3.9,3.8,100,8.3,4.8,2.4,2.8,7.8,Yes,In a Relationship,High,Good,1.9,1.8,Copilot,Handwritten,12,1,2.7,88,100
S00194,21,Female,India,Physics,2,3.53,1.6,80,7.0,3.9,0.0,2.5,3.3,No,Single,Middle,Good,3.2,0.8,Claude,Mixed,12,0,2.5,100,95
S00195,18,Male,Germany,Mathematics,2,3.08,3.8,91,6.6,8.8,5.4,0.9,5.0,Yes,In a Relationship,Low,Good,4.5,2.0,Gemini,Mixed,11,2,0.0,90,97
S00196,21,Female,India,Computer Science,2,3.81,4.1,95,7.7,5.1,2.4,0.3,4.9,No,In a Relationship,Middle,Poor,3.4,1.4,ChatGPT,Handwritten,17,2,5.9,100,100
S00197,21,Female,Bangladesh,Computer Science,4,3.19,2.2,71,7.3,4.6,3.1,2.1,6.6,No,Single,Middle,Good,6.8,0.7,ChatGPT,Mixed,11,1,7.0,91,91
S00198,18,Male,France,Psychology,3,4.0,3.7,91,8.2,9.0,4.7,3.4,4.1,Yes,Single,Middle,Good,4.5,1.0,ChatGPT,Digital,22,6,5.5,100,96
S00199,27,Female,Italy,Business,4,4.0,3.6,100,8.5,3.7,0.0,1.9,1.3,No,Single,Middle,Good,3.1,1.1,ChatGPT,Mixed,23,1,3.4,100,93
S00200,26,Female,Brazil,Economics,1,3.18,1.8,83,7.4,5.3,2.0,0.0,3.6,No,In a Relationship,Low,Good,4.3,1.4,Gemini,Digital,10,1,6.5,98,84
S00201,21,Female,Germany,Engineering,2,4.0,4.0,96,7.4,2.0,2.2,2.2,3.5,No,In a Relationship,High,Average,3.8,1.6,Gemini,Mixed,10,1,6.8,100,90
S00202,21,Male,France,Economics,1,4.0,4.3,98,7.3,5.3,2.3,0.8,4.6,Yes,Single,Middle,Average,2.3,0.7,Gemini,Digital,12,2,1.3,100,99
S00203,23,Male,South Korea,Mathematics,1,4.0,5.1,100,7.6,5.2,2.5,0.0,1.3,No,In a Relationship,High,Average,2.4,1.0,ChatGPT,Mixed,9,0,3.3,100,88
S00204,24,Female,Netherlands,Economics,2,3.95,5.1,100,7.1,7.3,5.0,3.6,5.5,No,Single,Low,Average,4.4,1.3,Claude,Digital,16,4,0.6,100,100
S00205,19,Female,Japan,Medicine,3,2.96,1.4,63,7.0,7.7,3.8,0.4,3.0,No,In a Relationship,Middle,Good,4.2,0.0,None,Mixed,18,0,1.4,89,85
S00206,23,Female,France,Engineering,2,3.55,2.1,79,8.4,8.1,4.2,3.2,4.7,Yes,In a Relationship,Low,Average,1.8,1.8,Claude,Handwritten,18,2,6.4,99,95
S00207,21,Female,Bangladesh,Biology,2,3.72,4.3,99,8.8,6.4,2.9,3.3,3.6,Yes,In a Relationship,Middle,Average,5.0,0.2,None,Digital,11,2,5.1,99,100
S00208,18,Female,Australia,Engineering,4,3.79,4.3,93,5.2,4.9,0.7,2.0,3.2,Yes,Single,Middle,Poor,3.9,0.9,Gemini,Mixed,11,1,3.5,100,94
S00209,23,Male,Japan,Economics,2,4.0,4.3,100,7.0,1.8,0.0,0.4,3.5,No,Single,Middle,Poor,4.3,0.5,ChatGPT,Mixed,2,4,2.8,100,91
S00210,27,Female,Netherlands,Psychology,4,4.0,9.3,100,6.2,3.0,0.5,3.0,4.3,No,Single,Middle,Average,1.0,1.9,Gemini,Digital,9,1,1.8,100,100
S00211,23,Female,Brazil,Psychology,1,4.0,4.4,93,6.6,6.4,3.3,0.5,6.9,No,In a Relationship,Middle,Good,5.1,2.2,Claude,Mixed,7,4,5.1,100,97
S00212,20,Female,Brazil,Medicine,3,4.0,5.2,100,7.5,5.1,2.8,1.4,0.0,No,In a Relationship,Low,Good,4.0,1.1,Copilot,Mixed,6,0,4.6,99,91
S00213,27,Male,Bangladesh,Economics,4,3.81,4.9,93,7.8,6.4,2.5,1.2,4.1,Yes,In a Relationship,High,Average,4.7,1.1,Copilot,Digital,10,4,6.2,100,100
S00214,19,Female,Bangladesh,Medicine,4,4.0,4.5,84,6.9,4.6,2.2,1.0,3.1,Yes,In a Relationship,Low,Average,4.1,1.2,Claude,Digital,10,2,5.0,100,100
S00215,20,Female,Australia,Economics,1,3.27,3.0,89,4.7,10.4,5.8,1.8,2.6,Yes,Single,Middle,Good,6.6,1.2,Gemini,Mixed,12,1,5.2,89,100
S00216,27,Male,South Korea,Law,4,3.8,4.6,100,5.8,3.5,1.6,0.0,0.0,No,Single,Low,Average,5.1,2.2,Claude,Mixed,19,2,3.3,100,95
S00217,21,Female,Italy,Physics,1,3.28,2.3,87,8.1,9.8,4.2,0.6,4.2,No,Single,Middle,Poor,3.6,4.2,ChatGPT,Handwritten,18,0,3.0,87,87
S00218,28,Male,Bangladesh,Business,1,3.22,3.1,86,3.7,8.2,2.8,0.3,2.8,Yes,Single,Low,Average,4.6,1.0,Copilot,Mixed,6,1,3.8,100,97
S00219,28,Female,UK,Biology,1,3.33,2.8,89,8.4,5.6,2.7,2.2,1.3,No,In a Relationship,Middle,Good,3.5,1.8,Gemini,Digital,14,0,1.7,100,87
S00220,19,Female,USA,Computer Science,3,4.0,3.6,100,7.6,9.0,4.6,2.4,3.1,No,In a Relationship,High,Average,3.1,0.4,Copilot,Handwritten,8,0,3.1,97,98
S00221,26,Male,Brazil,Medicine,2,4.0,7.0,100,8.6,7.5,5.0,1.2,2.4,Yes,In a Relationship,High,Good,4.0,0.4,Claude,Digital,13,4,4.4,100,100
S00222,27,Male,Germany,Economics,3,3.28,0.7,95,6.8,6.6,2.4,2.3,0.0,No,In a Relationship,Low,Average,3.9,0.2,None,Handwritten,19,2,4.2,80,100
S00223,23,Female,Bangladesh,Computer Science,2,3.76,4.5,100,4.5,6.8,4.0,1.4,3.2,No,Single,Middle,Poor,3.9,2.5,ChatGPT,Handwritten,10,2,5.5,100,81
S00224,22,Male,USA,Mathematics,1,2.96,1.1,80,7.5,4.8,3.3,1.1,4.2,No,In a Relationship,Middle,Poor,4.3,1.9,ChatGPT,Handwritten,7,0,4.6,96,83
S00225,24,Male,Brazil,Economics,4,3.73,2.8,89,8.5,1.6,2.8,1.9,1.9,No,Single,High,Average,3.8,0.8,Copilot,Digital,12,1,4.7,99,88
S00226,28,Female,Canada,Engineering,2,4.0,5.1,100,8.1,5.8,3.1,1.8,3.5,No,Single,High,Poor,4.0,1.4,ChatGPT,Digital,19,2,2.1,100,100
S00227,24,Female,Australia,Economics,2,3.65,3.6,91,6.2,5.1,1.8,0.1,3.2,No,In a Relationship,Low,Average,4.6,2.0,Copilot,Handwritten,22,0,10.6,100,86
S00228,20,Female,Brazil,Business,3,3.39,1.9,87,7.1,6.9,2.3,2.7,5.1,No,In a Relationship,Low,Average,3.2,2.4,Gemini,Handwritten,9,1,3.4,85,95
S00229,23,Female,Italy,Psychology,4,3.73,2.4,91,6.4,4.9,1.9,0.0,2.8,No,Single,Middle,Average,3.0,1.6,Claude,Digital,13,1,7.8,82,81
S00230,26,Female,Australia,Psychology,1,3.45,4.5,85,6.0,8.4,4.2,0.0,4.6,No,In a Relationship,High,Good,5.0,1.3,Gemini,Mixed,13,2,0.8,100,97
S00231,22,Male,Australia,Computer Science,3,4.0,2.4,100,8.1,5.2,2.7,0.2,2.4,No,Single,Low,Good,1.0,2.5,ChatGPT,Digital,5,2,5.2,100,100
S00232,24,Female,South Korea,Computer Science,4,3.83,3.8,90,5.6,3.5,0.9,1.5,6.9,Yes,Single,Middle,Good,2.9,0.1,None,Digital,5,2,3.9,98,97
S00233,28,Female,Canada,Physics,4,3.43,3.6,72,5.9,6.0,1.7,3.5,2.1,No,In a Relationship,High,Average,5.0,0.0,None,Handwritten,14,3,2.9,100,77
S00234,22,Male,Germany,Engineering,2,3.62,2.5,88,5.7,1.0,0.0,3.2,1.6,No,Single,High,Average,4.7,2.5,Gemini,Handwritten,10,1,4.7,99,95
S00235,20,Male,Brazil,Engineering,3,4.0,6.7,100,5.2,5.1,2.1,0.3,2.8,Yes,Single,Low,Good,3.9,0.8,Gemini,Handwritten,5,0,2.5,100,100
S00236,26,Female,Japan,Psychology,1,3.93,4.5,100,7.2,5.4,2.9,1.4,1.5,Yes,In a Relationship,Middle,Poor,2.1,2.5,Gemini,Digital,15,1,7.8,100,100
S00237,22,Female,India,Engineering,2,3.32,0.5,76,8.4,7.2,2.6,0.0,0.5,No,Single,Middle,Average,1.4,3.1,ChatGPT,Handwritten,12,2,6.5,85,93
S00238,28,Female,Brazil,Physics,1,3.56,3.8,92,6.8,8.2,5.8,0.6,4.5,No,Single,Middle,Good,5.7,3.1,ChatGPT,Mixed,12,2,4.2,89,83
S00239,18,Male,Germany,Mathematics,4,3.34,2.5,89,5.2,7.3,3.7,4.0,0.0,No,Single,Low,Average,5.3,0.0,None,Handwritten,7,2,2.5,100,98
S00240,20,Male,Germany,Psychology,3,3.98,4.8,94,8.0,7.7,3.6,1.2,1.6,No,Single,Middle,Poor,6.3,2.0,Gemini,Handwritten,3,1,5.6,100,100
S00241,20,Male,Canada,Economics,2,3.69,2.3,91,9.0,1.5,0.3,3.0,0.3,Yes,Single,Middle,Average,1.5,0.7,ChatGPT,Mixed,9,0,0.6,100,80
S00242,27,Male,Canada,Business,2,3.56,3.3,96,6.2,5.1,2.3,2.6,3.3,No,In a Relationship,Low,Good,4.4,0.5,Copilot,Handwritten,12,2,0.9,100,83
S00243,18,Female,Bangladesh,Mathematics,1,3.99,4.3,93,6.4,4.6,2.1,0.6,0.0,No,Single,Low,Good,6.3,1.6,Claude,Handwritten,8,0,2.1,100,98
S00244,25,Male,France,Engineering,2,4.0,4.8,91,7.6,5.7,1.6,0.4,4.1,Yes,Single,Low,Average,3.4,0.6,Gemini,Mixed,7,1,0.0,100,89
S00245,23,Female,Japan,Law,4,3.98,1.7,91,8.9,5.4,1.6,1.4,4.3,Yes,In a Relationship,Middle,Good,1.1,1.9,ChatGPT,Handwritten,10,3,0.0,91,100
S00246,22,Female,India,Economics,2,3.45,3.0,89,6.4,2.8,0.1,1.3,0.0,No,Single,Middle,Good,6.6,2.5,Claude,Mixed,12,6,6.0,91,96
S00247,27,Male,USA,Medicine,2,3.37,2.8,84,5.4,2.6,0.9,2.7,3.4,Yes,In a Relationship,High,Average,5.4,1.0,ChatGPT,Handwritten,19,1,2.8,100,95
S00248,24,Female,Canada,Biology,1,3.8,2.5,86,7.8,8.3,4.1,1.1,4.0,No,In a Relationship,Middle,Average,3.9,1.6,Gemini,Mixed,13,2,4.3,92,82
S00249,23,Female,Bangladesh,Psychology,4,4.0,6.1,100,8.0,5.5,2.6,2.6,4.9,No,Single,Low,Good,4.1,0.7,Gemini,Mixed,5,1,3.2,100,96
S00250,20,Male,Italy,Economics,4,4.0,4.1,100,7.0,3.1,2.0,0.6,0.1,No,Single,Low,Average,5.2,1.7,Copilot,Handwritten,2,2,3.5,100,100
S00251,21,Male,Brazil,Physics,2,3.25,1.6,68,6.3,4.0,2.8,1.5,0.0,Yes,In a Relationship,Low,Average,5.6,2.6,Copilot,Digital,1,1,1.6,80,77
S00252,21,Male,Netherlands,Economics,1,3.55,4.9,100,8.2,8.1,4.6,0.2,6.0,No,Single,Low,Average,2.4,1.6,Gemini,Handwritten,14,4,3.6,100,90
S00253,18,Female,South Korea,Business,1,4.0,6.7,100,7.6,4.3,2.8,0.0,1.4,No,In a Relationship,Middle,Average,4.5,1.1,Gemini,Digital,7,4,2.5,100,100
S00254,26,Male,Canada,Computer Science,3,4.0,5.0,97,6.1,8.8,3.6,0.3,1.9,No,In a Relationship,Low,Average,6.4,2.5,Claude,Mixed,14,1,3.5,100,98
S00255,23,Male,Australia,Mathematics,2,2.94,1.2,73,7.1,3.4,1.5,2.2,4.3,Yes,Single,High,Average,3.8,0.8,ChatGPT,Handwritten,18,2,1.1,86,88
S00256,20,Female,UK,Economics,1,3.48,2.8,87,5.4,4.9,1.9,3.3,0.7,No,In a Relationship,Low,Poor,5.1,0.8,ChatGPT,Handwritten,15,2,4.1,100,79
S00257,28,Female,Japan,Business,2,4.0,5.4,100,7.8,6.5,3.3,1.3,2.5,No,Single,High,Good,3.6,0.5,Copilot,Digital,11,2,3.6,100,100
S00258,25,Male,Japan,Biology,4,3.49,2.4,80,6.7,7.7,5.6,2.1,4.8,No,In a Relationship,High,Average,4.0,0.0,None,Digital,21,2,2.6,96,89
S00259,18,Female,Germany,Psychology,1,3.6,4.2,95,6.5,5.2,4.9,1.1,0.2,No,In a Relationship,High,Poor,4.1,0.3,Gemini,Handwritten,10,0,6.7,100,94
S00260,27,Female,South Korea,Biology,2,4.0,4.7,100,7.0,6.9,3.7,0.9,2.0,Yes,In a Relationship,Middle,Average,5.4,1.3,Gemini,Mixed,7,1,1.8,100,98
S00261,19,Male,Netherlands,Engineering,2,3.53,2.1,84,7.0,5.1,3.0,2.9,0.7,No,In a Relationship,Middle,Good,4.4,1.4,Copilot,Digital,14,1,3.3,100,87
S00262,27,Male,UK,Medicine,1,3.45,3.4,100,8.1,8.0,4.9,3.2,1.5,No,Single,Low,Average,3.5,0.2,None,Digital,16,3,3.7,94,92
S00263,18,Female,Netherlands,Engineering,2,2.89,0.5,57,7.7,6.9,4.0,3.3,5.4,No,In a Relationship,Middle,Good,4.8,0.7,Copilot,Mixed,1,2,5.5,91,78
S00264,22,Male,France,Computer Science,2,3.64,2.0,70,6.8,3.3,0.0,2.6,5.8,Yes,In a Relationship,Middle,Average,1.9,0.0,None,Mixed,18,5,5.9,100,84
S00265,28,Male,France,Business,4,4.0,3.1,96,7.9,6.1,1.2,1.1,3.5,No,In a Relationship,Middle,Poor,2.2,3.4,ChatGPT,Handwritten,4,3,0.0,100,100
S00266,27,Female,South Korea,Physics,3,3.49,1.6,82,7.5,5.6,3.3,0.7,4.1,No,Single,Middle,Average,3.4,2.7,Copilot,Handwritten,2,1,7.3,100,94
S00267,28,Male,South Korea,Psychology,3,4.0,5.9,100,6.5,2.5,0.1,0.0,4.0,Yes,Single,Middle,Average,2.8,0.5,Gemini,Digital,10,0,6.4,100,88
S00268,26,Male,UK,Physics,3,3.06,1.4,81,6.9,2.5,1.5,4.0,1.7,Yes,In a Relationship,Low,Good,4.3,1.3,Gemini,Digital,7,1,2.1,90,88
S00269,28,Female,France,Business,3,4.0,2.8,98,6.8,4.6,1.8,0.0,3.5,No,Single,Middle,Good,2.8,0.3,Gemini,Handwritten,14,0,7.3,96,94
S00270,27,Male,Brazil,Economics,4,4.0,3.7,100,7.6,5.9,2.4,1.5,0.4,No,Single,Middle,Poor,5.2,2.2,ChatGPT,Handwritten,14,0,5.2,98,95
S00271,20,Male,UK,Economics,1,4.0,5.7,100,6.6,4.8,2.4,0.0,1.1,No,In a Relationship,High,Average,4.9,1.8,Gemini,Digital,14,1,5.1,100,100
S00272,28,Female,Bangladesh,Physics,3,3.05,1.3,79,6.5,5.9,2.4,2.9,2.8,Yes,Single,High,Average,3.6,0.0,None,Digital,18,2,2.9,97,70
S00273,26,Male,Netherlands,Mathematics,2,4.0,5.2,100,9.4,6.8,4.0,2.0,0.9,No,Single,Low,Good,4.0,0.2,None,Digital,10,0,4.5,100,98
S00274,24,Female,Brazil,Economics,2,3.78,3.5,86,8.1,3.8,2.4,3.2,0.5,No,In a Relationship,Low,Average,3.6,1.1,Claude,Mixed,14,2,4.5,99,100
S00275,19,Female,Italy,Computer Science,3,2.91,2.0,75,6.1,5.6,2.2,1.8,1.6,Yes,Single,Middle,Poor,4.5,2.6,Gemini,Digital,4,4,1.2,98,79
S00276,24,Female,Italy,Biology,1,4.0,4.2,100,7.7,3.6,0.8,2.4,5.3,No,Single,Middle,Average,4.1,0.8,ChatGPT,Digital,17,2,1.8,100,100
S00277,19,Male,UK,Economics,3,3.72,3.8,78,7.1,7.4,4.3,2.0,6.1,Yes,Single,Middle,Average,3.6,2.5,ChatGPT,Handwritten,9,2,2.5,100,94
S00278,21,Female,Australia,Physics,4,3.48,2.6,81,7.5,4.1,1.8,3.2,2.9,No,Single,Middle,Average,3.7,1.5,Gemini,Mixed,11,1,2.2,89,78
S00279,20,Female,Italy,Computer Science,3,3.62,3.6,87,7.2,3.4,1.2,2.0,4.2,No,Single,High,Average,2.4,0.4,Claude,Handwritten,10,0,5.3,100,97
S00280,18,Female,Canada,Medicine,2,3.84,2.9,98,8.4,6.3,3.1,2.8,1.9,Yes,Single,Middle,Good,4.5,0.8,ChatGPT,Mixed,12,2,3.2,99,95
S00281,25,Male,UK,Engineering,1,4.0,3.7,89,7.4,4.3,1.6,4.1,0.0,Yes,In a Relationship,Middle,Poor,4.3,1.8,Gemini,Digital,10,3,9.5,97,97
S00282,24,Female,Japan,Computer Science,4,3.94,4.5,100,6.9,7.1,2.0,0.5,1.2,No,Single,Middle,Poor,5.5,2.0,Copilot,Handwritten,1,2,6.4,99,98
S00283,23,Female,Italy,Law,4,4.0,5.9,100,8.3,7.2,3.2,0.5,2.4,Yes,In a Relationship,High,Good,3.1,2.1,ChatGPT,Handwritten,18,1,1.5,100,100
S00284,22,Female,Canada,Biology,2,3.37,1.6,95,7.3,6.0,2.3,3.1,3.3,No,In a Relationship,Middle,Average,4.4,1.4,Claude,Mixed,9,1,3.5,100,100
S00285,27,Female,France,Physics,4,4.0,6.7,100,7.1,9.1,6.3,1.8,2.8,Yes,In a Relationship,High,Average,6.7,1.6,ChatGPT,Digital,10,1,3.8,100,100
S00286,25,Male,USA,Biology,3,3.11,0.6,82,7.4,3.3,2.7,1.9,2.4,No,In a Relationship,High,Average,3.6,3.5,ChatGPT,Handwritten,11,1,1.9,93,84
S00287,22,Female,USA,Economics,2,3.74,3.3,93,6.9,5.7,3.7,2.4,1.9,No,In a Relationship,High,Average,4.6,3.6,ChatGPT,Mixed,15,1,2.0,94,94
S00288,18,Male,Brazil,Economics,2,4.0,4.4,100,7.0,2.2,0.0,1.8,3.7,No,Single,Middle,Good,3.0,1.2,Gemini,Digital,10,3,2.4,100,92
S00289,26,Male,Japan,Biology,3,4.0,3.9,97,6.3,4.2,1.5,0.0,0.3,Yes,In a Relationship,Middle,Average,4.1,0.0,None,Handwritten,17,1,4.1,100,91
S00290,23,Male,India,Biology,1,3.99,2.6,88,6.1,4.2,1.2,1.8,4.6,No,In a Relationship,Middle,Average,3.6,1.3,Copilot,Mixed,21,1,7.1,95,100
S00291,28,Male,South Korea,Biology,1,3.49,3.2,88,5.8,5.2,1.4,0.1,1.8,Yes,Single,Low,Average,4.8,1.3,Claude,Mixed,20,6,3.9,98,83
S00292,19,Male,UK,Mathematics,2,3.2,2.8,91,5.3,6.7,3.4,2.2,7.1,No,In a Relationship,Middle,Average,4.0,0.0,None,Digital,13,0,4.6,97,87
S00293,18,Female,Bangladesh,Economics,2,2.88,2.6,100,5.9,8.8,4.4,2.1,2.4,No,In a Relationship,Middle,Poor,5.1,1.3,Copilot,Handwritten,9,1,4.7,77,82
